,role_id,primary_alias
18751,chiller-technician,pump-technician
18752,tool-technician,pump-technician
18753,diesel-fitter,pump-technician
18754,maintenance-fitter,pump-technician
18755,shift-team-leader,pump-technician
18756,shift-technician,pump-technician
18757,works-officer,pump-technician
18758,steelfixer,carpenter
18759,building-supervisor,carpenter
18760,chef,carpenter
18761,bar-manager,carpenter
18762,gardener,carpenter
18763,coordinator,carpenter
18764,spraypainter,carpenter
18765,production-worker,carpenter
18766,leading-hand,sheetmetal-worker
18767,vehicle-body-builder,sheetmetal-worker
18768,maintenance-officer,sheetmetal-worker
18769,fabricator,sheetmetal-worker
18770,boilermaker,sheetmetal-worker
18771,welder,sheetmetal-worker
18772,metalworker,sheetmetal-worker
18773,tradesperson,sheetmetal-worker
18774,builder,concreter
18775,plumber,concreter
18776,machine-operator,concreter
18777,groundsperson,concreter
18778,formworker,concreter
18779,steelfixer,concreter
18780,traffic-controller,concreter
18781,dogperson,concreter
18782,field-service-technician,diesel-technician
18783,heavy-diesel-mechanic,diesel-technician
18784,vehicle-technician,diesel-technician
18785,heavy-vehicle-mechanic,diesel-technician
18786,workshop-manager,diesel-technician
18787,master-technician,diesel-technician
18788,automotive-technician,diesel-technician
18789,mechanical-technician,diesel-technician
18790,courier,cleaner
18791,dishwasher,cleaner
18792,cook,cleaner
18793,housekeeper,cleaner
18794,barista,cleaner
18795,delivery-driver,cleaner
18796,forklift-driver,cleaner
18797,general-hand,cleaner
18798,trades-assistant,technician
18799,mechanic,technician
18800,workshop-manager,technician
18801,services-engineer,technician
18802,storeperson,technician
18803,laboratory-technician,technician
18804,fitter,technician
18805,cleaner,technician
18806,print-operator,folder-operator
18807,all-rounder-operator,folder-operator
18808,motorcycle-technician,folder-operator
18809,diesel-mechanic,heavy-diesel-mechanic
18810,heavy-vehicle-mechanic,heavy-diesel-mechanic
18811,maintenance-coordinator,heavy-diesel-mechanic
18812,mechanic,heavy-diesel-mechanic
18813,diesel-technician,heavy-diesel-mechanic
18814,field-service-technician,heavy-diesel-mechanic
18815,workshop-manager,heavy-diesel-mechanic
18816,mechanical-fitter,heavy-diesel-mechanic
18817,tyre-technician,tyre-fitter
18818,mechanic,tyre-fitter
18819,car-detailer,tyre-fitter
18820,general-labourer,tyre-fitter
18821,delivery-driver,tyre-fitter
18822,general-hand,tyre-fitter
18823,factory-hand,tyre-fitter
18824,yardperson,tyre-fitter
18825,mechanical-technician,hydraulic-technician
18826,mechanical-fitter,hydraulic-technician
18827,maintenance-fitter,hydraulic-technician
18828,field-service-technician,hydraulic-technician
18829,fitter-and-turner,hydraulic-technician
18830,workshop-supervisor,hydraulic-technician
18831,fitter,hydraulic-technician
18832,commissioning-technician,hydraulic-technician
18833,deckhand,labourer
18834,warehouse-storeperson,labourer
18835,cleaner,labourer
18836,picker-and-packer,labourer
18837,construction-labourer,labourer
18838,plant-operator,labourer
18839,driver,labourer
18840,groundsperson,labourer
18841,labourer,general-labourer
18842,trades-assistant,general-labourer
18843,storeperson,general-labourer
18844,machine-operator,general-labourer
18845,forklift-driver,general-labourer
18846,farmhand,general-labourer
18847,general-hand,general-labourer
18848,construction-labourer,general-labourer
18849,infrastructure-worker,signal-technician
18850,metering-technician,signal-technician
18851,project-technician,signal-technician
18852,construction-team-leader,signal-technician
18853,building-estimator,signal-technician
18854,appliance-technician,signal-technician
18855,signalling-engineer,signal-technician
18856,asset-engineer,signal-technician
18857,motor-mechanic,maintenance-controller
18858,aircraft-maintenance-engineer,maintenance-controller
18859,vehicle-technician,maintenance-controller
18860,fleet-manager,maintenance-controller
18861,service-adviser,maintenance-controller
18862,vehicle-mechanic,maintenance-controller
18863,motor-technician,maintenance-controller
18864,diesel-technician,maintenance-controller
18865,diesel-technician,crane-technician
18866,maintenance-electrician,crane-technician
18867,forklift-technician,crane-technician
18868,hydraulic-technician,crane-technician
18869,appliance-technician,crane-technician
18870,heavy-diesel-mechanic,crane-technician
18871,electrician,crane-technician
18872,diesel-mechanic,crane-technician
18873,communications-technician,security-technician
18874,security-adviser,security-technician
18875,network-technician,security-technician
18876,installation-technician,security-technician
18877,electronics-technician,security-technician
18878,telecommunications-technician,security-technician
18879,commissioning-technician,security-technician
18880,fire-technician,security-technician
18881,mechanical-fitter,field-service-technician
18882,service-technician,field-service-technician
18883,diesel-mechanic,field-service-technician
18884,plant-mechanic,field-service-technician
18885,workshop-supervisor,field-service-technician
18886,electronics-technician,field-service-technician
18887,workshop-manager,field-service-technician
18888,fitter,field-service-technician
18889,motor-mechanic,mechanical-fitter
18890,boilermaker,mechanical-fitter
18891,maintenance-fitter,mechanical-fitter
18892,fitter,mechanical-fitter
18893,fitter-and-turner,mechanical-fitter
18894,machinist,mechanical-fitter
18895,mechanical-technician,mechanical-fitter
18896,diesel-fitter,mechanical-fitter
18897,services-team-leader,service-team-member
18898,engagement-officer,service-team-member
18899,labourer,yardperson
18900,delivery-driver,yardperson
18901,traffic-controller,yardperson
18902,car-detailer,yardperson
18903,plant-operator,yardperson
18904,driver,yardperson
18905,general-hand,yardperson
18906,heavy-rigid-truck-driver,yardperson
18907,horticultural-worker,horticulturist
18908,gardener,horticulturist
18909,groundsperson,horticulturist
18910,greenkeeper,horticulturist
18911,landscape-designer,horticulturist
18912,landscape-supervisor,horticulturist
18913,arborist,horticulturist
18914,curator,horticulturist
18915,security-officer,screening-officer
18916,security-supervisor,screening-officer
18917,surveillance-officer,screening-officer
18918,support-practitioner,screening-officer
18919,batcher,screening-officer
18920,crowd-controller,screening-officer
18921,agricultural-technician,screening-officer
18922,guard,screening-officer
18923,service-supervisor,service-technician
18924,maintenance-electrician,service-technician
18925,fitter,service-technician
18926,mechanic,service-technician
18927,electrician,service-technician
18928,maintenance-technician,service-technician
18929,electronics-technician,service-technician
18930,mechanical-fitter,service-technician
18931,information-technology-support-technician,repair-technician
18932,electronics-technician,repair-technician
18933,test-technician,repair-technician
18934,installation-technician,repair-technician
18935,field-service-technician,repair-technician
18936,maintenance-technician,repair-technician
18937,calibration-technician,repair-technician
18938,service-technician,repair-technician
18939,deckhand,shipwright
18940,expeditor,shipwright
18941,boilermaker,shipwright
18942,maintainer,shipwright
18943,fabricator,shipwright
18944,carpenter,shipwright
18945,asset-officer,shipwright
18946,workshop-supervisor,shipwright
18947,cabinetmaker,installer
18948,plasterer,installer
18949,carpenter,installer
18950,labourer,installer
18951,trades-assistant,installer
18952,fabricator,installer
18953,technician,installer
18954,service-technician,installer
18955,security-adviser,security-manager
18956,security-specialist,security-manager
18957,control-supervisor,security-manager
18958,control-manager,security-manager
18959,network-administrator,security-manager
18960,site-supervisor,security-manager
18961,investigations-officer,security-manager
18962,security-consultant,security-manager
18963,plant-operator,trades-assistant
18964,process-worker,trades-assistant
18965,traffic-controller,trades-assistant
18966,cleaner,trades-assistant
18967,car-detailer,trades-assistant
18968,handyperson,trades-assistant
18969,painter,trades-assistant
18970,tyre-fitter,trades-assistant
18971,horticulturist,landscape-supervisor
18972,landscaper,landscape-supervisor
18973,dewatering-technician,landscape-supervisor
18974,farm-supervisor,landscape-supervisor
18975,landscape-designer,landscape-supervisor
18976,agronomist,landscape-supervisor
18977,landscape-architect,landscape-supervisor
18978,arborist,landscape-supervisor
18979,leading-hand,scaffolder
18980,rigger,scaffolder
18981,dogperson,scaffolder
18982,installer,scaffolder
18983,builder,scaffolder
18984,offsider,scaffolder
18985,traffic-controller,scaffolder
18986,guard,scaffolder
18987,horticulturist,horticultural-worker
18988,gardener,horticultural-worker
18989,groundsperson,horticultural-worker
18990,greenkeeper,horticultural-worker
18991,landscaper,horticultural-worker
18992,fieldworker,horticultural-worker
18993,maintenance-officer,horticultural-worker
18994,general-hand,horticultural-worker
18995,meter-technician,metering-technician
18996,signal-technician,metering-technician
18997,cable-jointer,metering-technician
18998,engineering-officer,metering-technician
18999,testing-technician,metering-technician
19000,industrial-electrician,metering-technician
19001,controls-technician,metering-technician
19002,commissioning-technician,metering-technician
19003,arborist,groundsperson
19004,security-officer,groundsperson
19005,mower-operator,groundsperson
19006,cabinetmaker,groundsperson
19007,greenkeeper,groundsperson
19008,gardener,groundsperson
19009,horticulturist,groundsperson
19010,maintenance-officer,groundsperson
19011,workshop-supervisor,electronics-technician
19012,industrial-electrician,electronics-technician
19013,technical-officer,electronics-technician
19014,field-service-technician,electronics-technician
19015,instrumentation-technician,electronics-technician
19016,services-engineer,electronics-technician
19017,technician,electronics-technician
19018,repair-technician,electronics-technician
19019,access-officer,access-coordinator
19020,director-of-nursing,access-coordinator
19021,fundraising-executive,access-coordinator
19022,activation-specialist,access-coordinator
19023,library-manager,access-coordinator
19024,advocacy-officer,access-coordinator
19025,learning-officer,access-coordinator
19026,nurse-unit-manager,access-coordinator
19027,electrician,commissioning-technician
19028,inspector,commissioning-technician
19029,installation-technician,commissioning-technician
19030,construction-supervisor,commissioning-technician
19031,operations-adviser,commissioning-technician
19032,leading-hand,commissioning-technician
19033,construction-engineer,commissioning-technician
19034,controls-technician,commissioning-technician
19035,mechanical-fitter,plant-mechanic
19036,fitter,plant-mechanic
19037,heavy-diesel-fitter,plant-mechanic
19038,diesel-fitter,plant-mechanic
19039,maintenance-supervisor,plant-mechanic
19040,workshop-manager,plant-mechanic
19041,truck-mechanic,plant-mechanic
19042,maintenance-fitter,plant-mechanic
19043,parts-adviser,parts-supervisor
19044,parts-manager,parts-supervisor
19045,parts-coordinator,parts-supervisor
19046,support-supervisor,parts-supervisor
19047,depot-supervisor,parts-supervisor
19048,spa-manager,clinic-manager
19049,beauty-therapist,clinic-manager
19050,clinic-coordinator,clinic-manager
19051,therapist,clinic-manager
19052,salon-manager,clinic-manager
19053,dermal-therapist,clinic-manager
19054,practice-manager,clinic-manager
19055,naturopath,clinic-manager
19056,commissioning-technician,instrumentation-technician
19057,controls-technician,instrumentation-technician
19058,maintenance-electrician,instrumentation-technician
19059,services-engineer,instrumentation-technician
19060,maintenance-supervisor,instrumentation-technician
19061,engineering-technician,instrumentation-technician
19062,communications-technician,instrumentation-technician
19063,sales-engineer,instrumentation-technician
19064,general-labourer,removalist
19065,transport-driver,removalist
19066,labourer,removalist
19067,driver,removalist
19068,groundsperson,removalist
19069,courier-driver,removalist
19070,offsider,removalist
19071,medium-rigid-truck-driver,removalist
19072,mechanical-technician,machine-technician
19073,refrigeration-technician,machine-technician
19074,maintenance-technician,machine-technician
19075,assembly-technician,machine-technician
19076,die-setter,machine-technician
